Variable,Measure,COU,Country,Year,Value
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2001,3914
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2002,4090
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2003,5111
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2004,4490
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2005,4670
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2006,4401
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2007,4552
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2008,4130
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2009,4221
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2010,4216
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2011,4055
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2012,3963
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2013,3950
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2014,3734
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2015,4464
Diseases of the respiratory system,Number of total deaths,AUT,Austria,2016,4335
Diseases of the digestive system,Number of total deaths,AUT,Austria,1993,4069
Diseases of the digestive system,Number of total deaths,AUT,Austria,1994,3972
Diseases of the digestive system,Number of total deaths,AUT,Austria,1995,3832
Diseases of the digestive system,Number of total deaths,AUT,Austria,1996,3727
Diseases of the digestive system,Number of total deaths,AUT,Austria,1997,3495
Diseases of the digestive system,Number of total deaths,AUT,Austria,1998,3478
Diseases of the digestive system,Number of total deaths,AUT,Austria,1999,3251
Diseases of the digestive system,Number of total deaths,AUT,Austria,2000,3464
Diseases of the digestive system,Number of total deaths,AUT,Austria,2001,3349
Diseases of the digestive system,Number of total deaths,AUT,Austria,2002,3588
Diseases of the digestive system,Number of total deaths,AUT,Austria,2003,3603
Diseases of the digestive system,Number of total deaths,AUT,Austria,2004,3336
Diseases of the digestive system,Number of total deaths,AUT,Austria,2005,3354
Diseases of the digestive system,Number of total deaths,AUT,Austria,2006,3098
Diseases of the digestive system,Number of total deaths,AUT,Austria,2007,3294
Diseases of the digestive system,Number of total deaths,AUT,Austria,2008,3043
Diseases of the digestive system,Number of total deaths,AUT,Austria,2009,3168
Diseases of the digestive system,Number of total deaths,AUT,Austria,2010,3111
Diseases of the digestive system,Number of total deaths,AUT,Austria,2011,2982
Diseases of the digestive system,Number of total deaths,AUT,Austria,2012,3001
Diseases of the digestive system,Number of total deaths,AUT,Austria,2013,2996
Diseases of the digestive system,Number of total deaths,AUT,Austria,2014,2741
Diseases of the digestive system,Number of total deaths,AUT,Austria,2015,2855
Diseases of the digestive system,Number of total deaths,AUT,Austria,2016,2856
External causes of mortality,Number of total deaths,AUT,Austria,1993,5065
External causes of mortality,Number of total deaths,AUT,Austria,1994,5178
External causes of mortality,Number of total deaths,AUT,Austria,1995,4896
External causes of mortality,Number of total deaths,AUT,Austria,1996,4751
External causes of mortality,Number of total deaths,AUT,Austria,1997,4428
External causes of mortality,Number of total deaths,AUT,Austria,1998,4210
External causes of mortality,Number of total deaths,AUT,Austria,1999,4359
External causes of mortality,Number of total deaths,AUT,Austria,2000,4399
External causes of mortality,Number of total deaths,AUT,Austria,2001,4227
External causes of mortality,Number of total deaths,AUT,Austria,2002,4317
External causes of mortality,Number of total deaths,AUT,Austria,2003,4261
External causes of mortality,Number of total deaths,AUT,Austria,2004,4166
External causes of mortality,Number of total deaths,AUT,Austria,2005,4439
External causes of mortality,Number of total deaths,AUT,Austria,2006,4211
External causes of mortality,Number of total deaths,AUT,Austria,2007,4217
External causes of mortality,Number of total deaths,AUT,Austria,2008,4217
External causes of mortality,Number of total deaths,AUT,Austria,2009,4293
External causes of mortality,Number of total deaths,AUT,Austria,2010,4200
External causes of mortality,Number of total deaths,AUT,Austria,2011,4213
External causes of mortality,Number of total deaths,AUT,Austria,2012,4442
External causes of mortality,Number of total deaths,AUT,Austria,2013,4303
External causes of mortality,Number of total deaths,AUT,Austria,2014,4264
External causes of mortality,Number of total deaths,AUT,Austria,2015,4525
External causes of mortality,Number of total deaths,AUT,Austria,2016,4213
Neoplasms,Number of total deaths,AUT,Austria,1993,20009
Neoplasms,Number of total deaths,AUT,Austria,1994,19502
Neoplasms,Number of total deaths,AUT,Austria,1995,19592
Neoplasms,Number of total deaths,AUT,Austria,1996,19251
Neoplasms,Number of total deaths,AUT,Austria,1997,19287
Neoplasms,Number of total deaths,AUT,Austria,1998,19062
Neoplasms,Number of total deaths,AUT,Austria,1999,19076
Neoplasms,Number of total deaths,AUT,Austria,2000,19112
Neoplasms,Number of total deaths,AUT,Austria,2001,18906
Neoplasms,Number of total deaths,AUT,Austria,2002,19106
Neoplasms,Number of total deaths,AUT,Austria,2003,19691
Neoplasms,Number of total deaths,AUT,Austria,2004,19755
Neoplasms,Number of total deaths,AUT,Austria,2005,19674
Neoplasms,Number of total deaths,AUT,Austria,2006,19619
Neoplasms,Number of total deaths,AUT,Austria,2007,19520
Neoplasms,Number of total deaths,AUT,Austria,2008,20421
Neoplasms,Number of total deaths,AUT,Austria,2009,20295
Neoplasms,Number of total deaths,AUT,Austria,2010,20379
Neoplasms,Number of total deaths,AUT,Austria,2011,20702
Neoplasms,Number of total deaths,AUT,Austria,2012,21032
Neoplasms,Number of total deaths,AUT,Austria,2013,20776
Neoplasms,Number of total deaths,AUT,Austria,2014,21160
Neoplasms,Number of total deaths,AUT,Austria,2015,20982
Neoplasms,Number of total deaths,AUT,Austria,2016,20918
All causes of death,Number of total deaths,BEL,Belgium,1993,106824
All causes of death,Number of total deaths,BEL,Belgium,1994,103778
All causes of death,Number of total deaths,BEL,Belgium,1995,104897
All causes of death,Number of total deaths,BEL,Belgium,1996,104370
All causes of death,Number of total deaths,BEL,Belgium,1997,103800
All causes of death,Number of total deaths,BEL,Belgium,1998,104409
All causes of death,Number of total deaths,BEL,Belgium,1999,104611
All causes of death,Number of total deaths,BEL,Belgium,2000,104825
All causes of death,Number of total deaths,BEL,Belgium,2001,102992
All causes of death,Number of total deaths,BEL,Belgium,2002,105288
All causes of death,Number of total deaths,BEL,Belgium,2003,106209
All causes of death,Number of total deaths,BEL,Belgium,2004,101253
All causes of death,Number of total deaths,BEL,Belgium,2005,102934
All causes of death,Number of total deaths,BEL,Belgium,2006,100102
All causes of death,Number of total deaths,BEL,Belgium,2007,101384
All causes of death,Number of total deaths,BEL,Belgium,2008,103759
All causes of death,Number of total deaths,BEL,Belgium,2009,103816
All causes of death,Number of total deaths,BEL,Belgium,2010,105152
All causes of death,Number of total deaths,BEL,Belgium,2011,104292
All causes of death,Number of total deaths,BEL,Belgium,2012,109076
All causes of death,Number of total deaths,BEL,Belgium,2013,109334
All causes of death,Number of total deaths,BEL,Belgium,2014,104755
All causes of death,Number of total deaths,BEL,Belgium,2015,110541
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,1993,1366
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,1994,1354
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,1995,1583
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,1996,1486
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,1997,1423
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,1998,1388
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,1999,1596
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2000,2062
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2001,2233
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2002,2430
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2003,2721
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2004,2649
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2005,2557
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2006,2299
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2007,2222
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2008,2293
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2009,2464
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2010,2506
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2011,2391
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2012,2587
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2013,2875
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2014,2510
Certain infectious and parasitic diseases,Number of total deaths,BEL,Belgium,2015,2325
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,1993,532
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,1994,460
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,1995,528
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,1996,544
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,1997,506
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,1998,233
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,1999,260
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2000,323
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2001,331
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2002,343
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2003,329
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2004,344
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2005,344
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2006,316
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2007,343
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2008,362
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2009,369
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2010,383
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2011,358
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2012,426
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2013,384
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2014,371
Diseases of the blood and blood-forming organs,Number of total deaths,BEL,Belgium,2015,373
Diabetes mellitus,Number of total deaths,BEL,Belgium,1993,1760
Diabetes mellitus,Number of total deaths,BEL,Belgium,1994,1607
